"","state","bill","issue","status","index","seen","status_occurrence","state_code","region","division"
"532","New Hampshire",NA,"School Sports Bans",NA,526,1,"status_details_3","NH","Northeast","New England"
"533","New Hampshire","HB 396","Other Anti-LGBTQ Bills","Advancing",530,1,"status","NH","Northeast","New England"
"534","New Hampshire",NA,NA,"Inexpedient to legislate, 03/22/2023",534,1,"status_details_1","NH","Northeast","New England"
"535","New Hampshire",NA,"Barriers To Accurate IDs","Reported favorably by committee, 01/04/2024",530,1,"status_details_1","NH","Northeast","New England"
"536","New Hampshire","SB 272","Forced Outing In Schools","Advancing",532,1,"status","NH","Northeast","New England"
"537","New Hampshire",NA,NA,"Passed Senate; House indefinitely postponed, 05/18/2023",532,1,"status_details_1","NH","Northeast","New England"
"538","New Hampshire","HB 417","Healthcare Age Restrictions","Advancing",534,1,"status","NH","Northeast","New England"
"539","New Jersey","S 3076","Healthcare Restrictions","Introduced",536,1,"status","NJ","Northeast","Middle Atlantic"
"540","New Jersey",NA,NA,"Active, 01/10/2023",536,1,"status_details_1","NJ","Northeast","Middle Atlantic"
"541","New Jersey","A 1630","Restricting Student & Educator Rights","Advancing",538,1,"status","NJ","Northeast","Middle Atlantic"
"542","New Jersey",NA,NA,"Introduced and referred to committee, 01/11/2023",538,1,"status_details_1","NJ","Northeast","Middle Atlantic"
"543","New Jersey","S 589","Restricting Student & Educator Rights","Advancing",540,1,"status","NJ","Northeast","Middle Atlantic"
"544","New Jersey",NA,NA,"Introduced and referred to committee, 01/11/2023",540,1,"status_details_1","NJ","Northeast","Middle Atlantic"
"545","New Jersey","A 1418","Restricting Student & Educator Rights","Advancing",542,1,"status","NJ","Northeast","Middle Atlantic"
"546","New Jersey",NA,NA,"Referred to committee, 01/11/2023",542,1,"status_details_1","NJ","Northeast","Middle Atlantic"
"547","New Jersey",NA,NA,"Active, 01/10/2023",546,1,"status_details_1","NJ","Northeast","Middle Atlantic"
"548","New Jersey","S 585","Restricting Student & Educator Rights","Advancing",544,1,"status","NJ","Northeast","Middle Atlantic"
"549","New Jersey",NA,NA,"Referred to committee, 01/11/2023",544,1,"status_details_1","NJ","Northeast","Middle Atlantic"
"550","New Jersey","A 328","Weakening Civil Rights Laws","Introduced",546,1,"status","NJ","Northeast","Middle Atlantic"
"551","New Mexico","HB 492","Restricting Student & Educator Rights","Defeated",548,1,"status","NM","West","Mountain"
"552","New Mexico",NA,NA,"Dead, 03/18/2023",548,1,"status_details_1","NM","West","Mountain"
"553","New York",NA,NA,NA,NA,NA,NA,"NY","Northeast","Middle Atlantic"
"554","North Carolina","S 49","Restricting Student & Educator Rights","Passed into Law",550,1,"status","NC","South","South Atlantic"
"555","North Carolina",NA,NA,"Senate and House override of Governor veto, 08/16/2023",550,1,"status_details_1","NC","South","South Atlantic"
"556","North Carolina","S 639","Healthcare Restrictions","Passed into Law",552,1,"status","NC","South","South Atlantic"
"557","North Carolina",NA,"Restricting Student & Educator Rights","Companion bill H. 808 passed, 08/16/2023",552,1,"status_details_1","NC","South","South Atlantic"
"558","North Carolina","H 574","Restricting Student & Educator Rights","Passed into Law",554,1,"status","NC","South","South Atlantic"
"559","North Carolina",NA,NA,"House and Senate override of Governor veto, 08/16/2023",554,1,"status_details_1","NC","South","South Atlantic"
"560","North Carolina","S 631","Restricting Student & Educator Rights","Passed into Law",556,1,"status","NC","South","South Atlantic"
"561","North Carolina",NA,NA,"Senate passed as amended; House re-referred to committee, 09/11/2023",560,1,"status_details_1","NC","South","South Atlantic"
"562","North Carolina","H 819","Religious Exemptions","Advancing",562,1,"status","NC","South","South Atlantic"
"563","North Carolina",NA,NA,"Reported favorably and referred to committee, 04/27/2023",562,1,"status_details_1","NC","South","South Atlantic"
"564","North Carolina","H 786","Forced Outing In Schools","Advancing",564,1,"status","NC","South","South Atlantic"
"565","North Carolina",NA,"Healthcare Age Restrictions","First read and referred to committee, 04/19/2023",564,1,"status_details_1","NC","South","South Atlantic"
"566","North Carolina",NA,"Healthcare Funding Restrictions",NA,564,1,"status_details_2","NC","South","South Atlantic"
"567","North Carolina","S 641","Religious Exemptions","Advancing",567,1,"status","NC","South","South Atlantic"
"568","North Carolina",NA,NA,"First read and referred to committee, 04/06/2023",567,1,"status_details_1","NC","South","South Atlantic"
"569","North Carolina","S 560","Healthcare Age Restrictions","Advancing",569,1,"status","NC","South","South Atlantic"
"570","North Carolina",NA,NA,"Referred to committee, 04/05/2023",569,1,"status_details_1","NC","South","South Atlantic"
"571","North Carolina","H 43","Healthcare Age Restrictions","Advancing",571,1,"status","NC","South","South Atlantic"
"572","North Carolina",NA,NA,"Referred to committee, 02/06/2023",571,1,"status_details_1","NC","South","South Atlantic"
"573","North Carolina",NA,"Restricting Student & Educator Rights","House and Senate override of Governor veto, 08/16/2023",558,1,"status_details_1","NC","South","South Atlantic"
"574","North Carolina","S 636","School Sports Bans","Advancing",560,1,"status","NC","South","South Atlantic"
"575","North Carolina",NA,NA,"Companion bill H. 574 passed, 08/16/2023",556,1,"status_details_1","NC","South","South Atlantic"
"576","North Carolina","H 808","Healthcare Restrictions","Passed into Law",558,1,"status","NC","South","South Atlantic"
"577","North Dakota","HB 1205","Free Speech & Expression Bans","Passed into Law",575,1,"status","ND","Midwest","West North Central"
"578","North Dakota",NA,NA,"Governor signed, 04/10/2023",577,1,"status_details_1","ND","Midwest","West North Central"
"579","North Dakota","HB 1254","Healthcare Restrictions","Passed into Law",579,1,"status","ND","Midwest","West North Central"
"580","North Dakota",NA,NA,"Governor signed, 04/25/2023",575,1,"status_details_1","ND","Midwest","West North Central"
"581","North Dakota","HB 1139","Barriers To Accurate IDs","Passed into Law",577,1,"status","ND","Midwest","West North Central"
"582","North Dakota",NA,NA,"Dead, 04/29/2023",581,1,"status_details_1","ND","Midwest","West North Central"
"583","North Dakota","SB 2231","Restricting Student & Educator Rights","Defeated",583,1,"status","ND","Midwest","West North Central"
"584","North Dakota",NA,NA,"Governor signed, 04/19/2023",579,1,"status_details_1","ND","Midwest","West North Central"
"585","North Dakota","SB 2260","Restricting Student & Educator Rights","Defeated",581,1,"status","ND","Midwest","West North Central"
"586","North Dakota","HB 1473","Restricting Student & Educator Rights","Passed into Law",573,1,"status","ND","Midwest","West North Central"
"587","North Dakota",NA,"Public Accommodation Bans","Governor signed, 04/25/2023",573,1,"status_details_1","ND","Midwest","West North Central"
"588","North Dakota",NA,NA,"Governor signed, 04/24/2023",587,1,"status_details_1","ND","Midwest","West North Central"
"589","North Dakota","HB 1301","Healthcare Restrictions","Defeated",589,1,"status","ND","Midwest","West North Central"
"590","North Dakota",NA,NA,"Failed to pass House, 02/17/2023",589,1,"status_details_1","ND","Midwest","West North Central"
"591","North Dakota","HB 1522","Restricting Student & Educator Rights","Passed into Law",591,1,"status","ND","Midwest","West North Central"
"592","North Dakota",NA,NA,"Governor signed, 05/08/2023",591,1,"status_details_1","ND","Midwest","West North Central"
"593","North Dakota","HB 1489","Restricting Student & Educator Rights","Passed into Law",593,1,"status","ND","Midwest","West North Central"
"594","North Dakota",NA,NA,"Governor signed, 04/11/2023",593,1,"status_details_1","ND","Midwest","West North Central"
"595","North Dakota","HB 1488","Restricting Student & Educator Rights","Defeated",595,1,"status","ND","Midwest","West North Central"
"596","North Dakota",NA,NA,"Dead, 04/29/2023",595,1,"status_details_1","ND","Midwest","West North Central"
"597","North Dakota",NA,"Other Anti-LGBTQ Bills","Dead, 04/29/2023",583,1,"status_details_1","ND","Midwest","West North Central"
"598","North Dakota","HB 1249","Restricting Student & Educator Rights","Passed into Law",585,1,"status","ND","Midwest","West North Central"
"599","North Dakota",NA,NA,"Governor signed, 04/11/2023",585,1,"status_details_1","ND","Midwest","West North Central"
"600","North Dakota","HB 1333","Free Speech & Expression Bans","Advancing",587,1,"status","ND","Midwest","West North Central"
"601","North Dakota","HB 1474","Other Anti-LGBTQ Bills","Passed into Law",601,1,"status","ND","Midwest","West North Central"
"602","North Dakota",NA,NA,"Governor signed, 05/08/2023",601,1,"status_details_1","ND","Midwest","West North Central"
"603","North Dakota","HB 1111","Other Anti-LGBTQ Bills","Passed into Law",603,1,"status","ND","Midwest","West North Central"
"604","North Dakota",NA,NA,"Governor signed, 04/06/2023",603,1,"status_details_1","ND","Midwest","West North Central"
"605","North Dakota","HB 1526","Restricting Student & Educator Rights","Defeated",605,1,"status","ND","Midwest","West North Central"
"606","North Dakota",NA,NA,"Second reading, failed to pass, 02/15/2023",605,1,"status_details_1","ND","Midwest","West North Central"
"607","North Dakota",NA,NA,"Governor signed, 05/08/2023",599,1,"status_details_1","ND","Midwest","West North Central"
"608","North Dakota","SB 2188","Restricting Student & Educator Rights","Defeated",597,1,"status","ND","Midwest","West North Central"
"609","North Dakota",NA,NA,"Second read, failed to pass, 02/08/2023",597,1,"status_details_1","ND","Midwest","West North Central"
"610","North Dakota","HB 1297","Barriers To Accurate IDs","Passed into Law",599,1,"status","ND","Midwest","West North Central"
"611","Ohio","SB 83","Other Anti-LGBTQ Bills","Advancing",607,1,"status","OH","Midwest","East North Central"
"612","Ohio",NA,NA,"Re-referred Rules and Reference, 01/03/2024",607,1,"status_details_1","OH","Midwest","East North Central"
"613","Ohio","HB 8","Forced Outing In Schools","Introduced",609,1,"status","OH","Midwest","East North Central"
"614","Ohio",NA,NA,"Carried over, 01/02/2024",609,1,"status_details_1","OH","Midwest","East North Central"
"615","Ohio","HB 245","Drag Bans","Introduced",611,1,"status","OH","Midwest","East North Central"
"616","Ohio",NA,NA,"Carried over, 01/02/2024",615,1,"status_details_1","OH","Midwest","East North Central"
"617","Ohio","HB 6","School Sports Bans","Advancing",617,1,"status","OH","Midwest","East North Central"
"618","Ohio",NA,NA,"Reported by committee, 05/10/2023",617,1,"status_details_1","OH","Midwest","East North Central"
"619","Ohio","HB 68","Healthcare Age Restrictions","Advancing",619,1,"status","OH","Midwest","East North Central"
"620","Ohio",NA,NA,"House overrode veto, 01/10/2024",619,1,"status_details_1","OH","Midwest","East North Central"
"621","Ohio",NA,NA,"Carried over, 01/02/2024",611,1,"status_details_1","OH","Midwest","East North Central"
"622","Ohio","HB 183","School Facilities Bans","Advancing",613,1,"status","OH","Midwest","East North Central"
"623","Ohio",NA,NA,"Committee hearing, 01/10/2024",613,1,"status_details_1","OH","Midwest","East North Central"
"624","Ohio","HB 151","Other Anti-LGBTQ Bills","Introduced",615,1,"status","OH","Midwest","East North Central"
"625","Oklahoma","SB 404","Weakening Civil Rights Laws","Passed into Law",621,1,"status","OK","South","West South Central"
"626","Oklahoma",NA,NA,"Governor signed, 05/02/2023",621,1,"status_details_1","OK","South","West South Central"
"627","Oklahoma","SB 613","Healthcare Restrictions","Passed into Law",623,1,"status","OK","South","West South Central"
"628","Oklahoma",NA,NA,"Governor signed, 05/01/2023",623,1,"status_details_1","OK","South","West South Central"
"629","Oklahoma","HB 1449","Other Anti-LGBTQ Bills","Advancing",629,1,"status","OK","South","West South Central"
"630","Oklahoma",NA,NA,"Passed House; Senate committee passed as amended, 04/13/2023",629,1,"status_details_1","OK","South","West South Central"
"631","Oklahoma","SB 408","Other Anti-LGBTQ Bills","Advancing",631,1,"status","OK","South","West South Central"
"632","Oklahoma",NA,NA,"Passed Senate; House committee passed as amended, 04/12/2023",631,1,"status_details_1","OK","South","West South Central"
"633","Oklahoma","HB 2177","Healthcare Age Restrictions","Advancing",633,1,"status","OK","South","West South Central"
"634","Oklahoma",NA,"Other Healthcare Barriers","Passed House; Senate second read and referred to committee, 03/23/2023",633,1,"status_details_1","OK","South","West South Central"
"635","Oklahoma","SB 129","Healthcare Age Restrictions","Advancing",635,1,"status","OK","South","West South Central"
"636","Oklahoma",NA,"Other Healthcare Barriers","Passed committee as amended, 03/01/2023",635,1,"status_details_1","OK","South","West South Central"
"637","Oklahoma","HB 2186","Weakening Civil Rights Laws","Advancing",637,1,"status","OK","South","West South Central"
"638","Oklahoma",NA,NA,"View case info",623,1,"status_details_2","OK","South","West South Central"
"639","Oklahoma",NA,NA," IN COURT",623,1,"status_details_3","OK","South","West South Central"
"640","Oklahoma","SB 26","Restricting Student & Educator Rights","Passed into Law",627,1,"status","OK","South","West South Central"
"641","Oklahoma",NA,NA,"Governor signed, 05/25/2023",627,1,"status_details_1","OK","South","West South Central"
"642","Oklahoma",NA,"Drag Bans","Second read and referred to committee, 02/07/2023",641,1,"status_details_1","OK","South","West South Central"
"643","Oklahoma","SB 614","Healthcare Age Restrictions","Advancing",643,1,"status","OK","South","West South Central"
"644","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",643,1,"status_details_1","OK","South","West South Central"
"645","Oklahoma","SB 1017","Other School Restrictions","Advancing",645,1,"status","OK","South","West South Central"
"646","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",645,1,"status_details_1","OK","South","West South Central"
"647","Oklahoma","SB 788","Healthcare Age Restrictions","Advancing",647,1,"status","OK","South","West South Central"
"648","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",647,1,"status_details_1","OK","South","West South Central"
"649","Oklahoma","HB 1011","Healthcare Restrictions","Advancing",649,1,"status","OK","South","West South Central"
"650","Oklahoma",NA,"Healthcare Age Restrictions","Second read and referred to committee, 02/07/2023",649,1,"status_details_1","OK","South","West South Central"
"651","Oklahoma",NA,"Healthcare Funding Restrictions",NA,649,1,"status_details_2","OK","South","West South Central"
"652","Oklahoma",NA,"Other Healthcare Barriers",NA,649,1,"status_details_3","OK","South","West South Central"
"653","Oklahoma","SB 250","Healthcare Funding Restrictions","Advancing",653,1,"status","OK","South","West South Central"
"654","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",653,1,"status_details_1","OK","South","West South Central"
"655","Oklahoma","HB 1377","Healthcare Age Restrictions","Advancing",655,1,"status","OK","South","West South Central"
"656","Oklahoma",NA,"Other Healthcare Barriers","Second read and referred to committee, 02/07/2023",655,1,"status_details_1","OK","South","West South Central"
"657","Oklahoma","HB 1781","Curriculum Censorship","Advancing",657,1,"status","OK","South","West South Central"
"658","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",657,1,"status_details_1","OK","South","West South Central"
"659","Oklahoma","SB 787","Healthcare Age Restrictions","Advancing",659,1,"status","OK","South","West South Central"
"660","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",659,1,"status_details_1","OK","South","West South Central"
"661","Oklahoma","SB 932","Other School Restrictions","Advancing",661,1,"status","OK","South","West South Central"
"662","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",661,1,"status_details_1","OK","South","West South Central"
"663","Oklahoma","SB 30","Curriculum Censorship","Advancing",663,1,"status","OK","South","West South Central"
"664","Oklahoma",NA,"Forced Outing In Schools","Second read and referred to committee, 02/07/2023",663,1,"status_details_1","OK","South","West South Central"
"665","Oklahoma",NA,"Other School Restrictions",NA,663,1,"status_details_2","OK","South","West South Central"
"666","Oklahoma","SB 935","Other School Restrictions","Advancing",666,1,"status","OK","South","West South Central"
"667","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",666,1,"status_details_1","OK","South","West South Central"
"668","Oklahoma","SB 937","Curriculum Censorship","Advancing",668,1,"status","OK","South","West South Central"
"669","Oklahoma",NA,"Drag Bans","Second read and referred to committee, 02/07/2023",668,1,"status_details_1","OK","South","West South Central"
"670","Oklahoma",NA,"Other School Restrictions",NA,668,1,"status_details_2","OK","South","West South Central"
"671","Oklahoma",NA,"School Sports Bans",NA,668,1,"status_details_3","OK","South","West South Central"
"672","Oklahoma","SB 786","Healthcare Age Restrictions","Advancing",672,1,"status","OK","South","West South Central"
"673","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",672,1,"status_details_1","OK","South","West South Central"
"674","Oklahoma","HB 1466","Healthcare Age Restrictions","Advancing",674,1,"status","OK","South","West South Central"
"675","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",674,1,"status_details_1","OK","South","West South Central"
"676","Oklahoma","SB 131","Curriculum Censorship","Advancing",676,1,"status","OK","South","West South Central"
"677","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",676,1,"status_details_1","OK","South","West South Central"
"678","Oklahoma",NA,"Drag Bans","Committee passed as amended, 02/23/2023",637,1,"status_details_1","OK","South","West South Central"
"679","Oklahoma","HB 1780","Curriculum Censorship","Advancing",639,1,"status","OK","South","West South Central"
"680","Oklahoma",NA,NA,"Re-referred to rules committee, 02/16/2023",639,1,"status_details_1","OK","South","West South Central"
"681","Oklahoma","SB 933","Restricting Student & Educator Rights","Advancing",641,1,"status","OK","South","West South Central"
"682","Oklahoma","SB 252","Healthcare Age Restrictions","Advancing",682,1,"status","OK","South","West South Central"
"683","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",682,1,"status_details_1","OK","South","West South Central"
"684","Oklahoma","HB 2736","Drag Bans","Advancing",684,1,"status","OK","South","West South Central"
"685","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",684,1,"status_details_1","OK","South","West South Central"
"686","Oklahoma","SB 345","Healthcare Age Restrictions","Advancing",686,1,"status","OK","South","West South Central"
"687","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",686,1,"status_details_1","OK","South","West South Central"
"688","Oklahoma","SB 789","Healthcare Age Restrictions","Advancing",688,1,"status","OK","South","West South Central"
"689","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",688,1,"status_details_1","OK","South","West South Central"
"690","Oklahoma","SB 878","Healthcare Age Restrictions","Advancing",690,1,"status","OK","South","West South Central"
"691","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",690,1,"status_details_1","OK","South","West South Central"
"692","Oklahoma","SB 887","Other Anti-LGBTQ Bills","Advancing",692,1,"status","OK","South","West South Central"
"693","Oklahoma",NA,"Religious Exemptions","Second read and referred to committee, 02/07/2023",692,1,"status_details_1","OK","South","West South Central"
"694","Oklahoma","SB 943","Other School Restrictions","Advancing",694,1,"status","OK","South","West South Central"
"695","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",694,1,"status_details_1","OK","South","West South Central"
"696","Oklahoma","SB 973","Curriculum Censorship","Advancing",696,1,"status","OK","South","West South Central"
"697","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",696,1,"status_details_1","OK","South","West South Central"
"698","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",678,1,"status_details_1","OK","South","West South Central"
"699","Oklahoma","SB 1007","School Sports Bans","Advancing",680,1,"status","OK","South","West South Central"
"700","Oklahoma",NA,NA,"Second read and referred to committee, 02/07/2023",680,1,"status_details_1","OK","South","West South Central"
"701","Oklahoma","SB 1004","Other Anti-LGBTQ Bills","Advancing",678,1,"status","OK","South","West South Central"
"702","Oregon","HB 3044","Restricting Student & Educator Rights","Defeated",698,1,"status","OR","West","Pacific"
"703","Oregon",NA,NA,"Dead, 06/25/2023",698,1,"status_details_1","OR","West","Pacific"
"704","Oregon","HB 2186","Restricting Student & Educator Rights","Defeated",700,1,"status","OR","West","Pacific"
"705","Oregon",NA,NA,"Dead, 06/25/2023",700,1,"status_details_1","OR","West","Pacific"
"706","Oregon","SB 453","Restricting Student & Educator Rights","Defeated",702,1,"status","OR","West","Pacific"
"707","Oregon",NA,NA,"Dead, 06/25/2023",702,1,"status_details_1","OR","West","Pacific"
"708","Oregon","SB 749","Restricting Student & Educator Rights","Defeated",704,1,"status","OR","West","Pacific"
"709","Oregon",NA,NA,"Dead, 06/25/2023",708,1,"status_details_1","OR","West","Pacific"
"710","Oregon","SB 897","Healthcare Restrictions","Defeated",710,1,"status","OR","West","Pacific"
"711","Oregon",NA,NA,"Dead, 06/25/2023",710,1,"status_details_1","OR","West","Pacific"
"712","Oregon",NA,NA,"Dead, 06/25/2023",706,1,"status_details_1","OR","West","Pacific"
"713","Oregon","HB 2477","Restricting Student & Educator Rights","Defeated",708,1,"status","OR","West","Pacific"
"714","Oregon",NA,NA,"Dead, 06/25/2023",704,1,"status_details_1","OR","West","Pacific"
"715","Oregon","SB 452","Healthcare Restrictions","Defeated",706,1,"status","OR","West","Pacific"
"716","Pennsylvania","HB 319","Curriculum Censorship","Advancing",712,1,"status","PA","Northeast","Middle Atlantic"
"717","Pennsylvania",NA,NA,"Referred to committee, 03/13/2023",712,1,"status_details_1","PA","Northeast","Middle Atlantic"
"718","Pennsylvania","HB 216","School Sports Bans","Advancing",714,1,"status","PA","Northeast","Middle Atlantic"
"719","Pennsylvania",NA,NA,"Referred to committee, 03/08/2023",714,1,"status_details_1","PA","Northeast","Middle Atlantic"
"720","Pennsylvania","HB 138","Healthcare Restrictions","Advancing",716,1,"status","PA","Northeast","Middle Atlantic"
"721","Pennsylvania",NA,"Other Healthcare Barriers","Referred to committee, 03/08/2023",716,1,"status_details_1","PA","Northeast","Middle Atlantic"
"722","Puerto Rico","PS 1345","Religious Exemptions","Advancing",720,1,"status",NA,NA,NA
"723","Puerto Rico",NA,NA,"First reading and referred to committee, 10/03/2023",720,1,"status_details_1",NA,NA,NA
"724","Puerto Rico","PC 1887","Religious Exemptions","Advancing",718,1,"status",NA,NA,NA
"725","Puerto Rico",NA,NA,"First reading and referred to committee, 10/17/2023",718,1,"status_details_1",NA,NA,NA
"726","Rhode Island","SB 391","Restricting Student & Educator Rights","Defeated",722,1,"status","RI","Northeast","New England"
"727","Rhode Island",NA,NA,"Dead, 06/16/2023",722,1,"status_details_1","RI","Northeast","New England"
"728","Rhode Island","HB 5688","Restricting Student & Educator Rights","Defeated",724,1,"status","RI","Northeast","New England"
"729","Rhode Island",NA,NA,"Dead, 06/16/2023",724,1,"status_details_1","RI","Northeast","New England"
"730","Rhode Island","SB 958","Healthcare Restrictions","Defeated",726,1,"status","RI","Northeast","New England"
"731","Rhode Island",NA,NA,"Dead, 06/16/2023",726,1,"status_details_1","RI","Northeast","New England"
"732","Rhode Island","S 960","Barriers To Accurate IDs","Defeated",728,1,"status","RI","Northeast","New England"
"733","Rhode Island",NA,NA,"Dead, 06/16/2023",728,1,"status_details_1","RI","Northeast","New England"
"734","Rhode Island","S 959","Weakening Civil Rights Laws","Defeated",730,1,"status","RI","Northeast","New England"
"735","Rhode Island",NA,NA,"Dead, 06/16/2023",730,1,"status_details_1","RI","Northeast","New England"
"736","South Carolina","S 276","Other Anti-LGBTQ Bills","Advancing",732,1,"status","SC","South","South Atlantic"
"737","South Carolina",NA,NA,"Referred to committee, 01/10/2023",732,1,"status_details_1","SC","South","South Atlantic"
"738","South Carolina","S 624","Other Anti-LGBTQ Bills","Advancing",734,1,"status","SC","South","South Atlantic"
"739","South Carolina",NA,NA,"First read and referred to committee, 03/14/2023",734,1,"status_details_1","SC","South","South Atlantic"
"740","South Carolina","HB 3728","Curriculum Censorship","Introduced",736,1,"status","SC","South","South Atlantic"
"741","South Carolina",NA,"Other School Restrictions","Carried over, 01/09/2024",736,1,"status_details_1","SC","South","South Atlantic"
"742","South Carolina","SB 623","Barriers To Accurate IDs","Advancing",738,1,"status","SC","South","South Atlantic"
"743","South Carolina",NA,NA,"First read and referred to committee, 03/14/2023",738,1,"status_details_1","SC","South","South Atlantic"
"744","South Carolina","SB 627","Restricting Student & Educator Rights","Advancing",740,1,"status","SC","South","South Atlantic"
"745","South Carolina",NA,"Healthcare Age Restrictions","First read and referred to committee, 03/14/2023",740,1,"status_details_1","SC","South","South Atlantic"
"746","South Carolina",NA,"Healthcare Funding Restrictions",NA,740,1,"status_details_2","SC","South","South Atlantic"
"747","South Carolina","SB 585","Drag Bans","Advancing",743,1,"status","SC","South","South Atlantic"
"748","South Carolina",NA,NA,"First read and referred to committee, 03/02/2023",743,1,"status_details_1","SC","South","South Atlantic"
"749","South Carolina","HB 3827","Curriculum Censorship","Advancing",745,1,"status","SC","South","South Atlantic"
"750","South Carolina",NA,"Forced Outing In Schools","Referred to committee , 01/26/2023",745,1,"status_details_1","SC","South","South Atlantic"
"751","South Carolina",NA,"Other School Restrictions",NA,745,1,"status_details_2","SC","South","South Atlantic"
"752","South Carolina","HB 3801","Religious Exemptions","Advancing",748,1,"status","SC","South","South Atlantic"
"753","South Carolina",NA,NA,"Referred to committee, 01/25/2023",748,1,"status_details_1","SC","South","South Atlantic"
"754","South Carolina","SB 234","Forced Outing In Schools","Introduced",750,1,"status","SC","South","South Atlantic"
"755","South Carolina",NA,NA,"Carried over, 01/09/2024",750,1,"status_details_1","SC","South","South Atlantic"
"756","South Carolina","HB 3197","Forced Outing In Schools","Advancing",752,1,"status","SC","South","South Atlantic"
"757","South Carolina",NA,"Other School Restrictions","Referred to committee, 01/10/2023",752,1,"status_details_1","SC","South","South Atlantic"
"758","South Carolina","SB 424","Other Anti-LGBTQ Bills","Advancing",754,1,"status","SC","South","South Atlantic"
"759","South Carolina",NA,"Curriculum Censorship","Referred to committee, 01/19/2023",754,1,"status_details_1","SC","South","South Atlantic"
"760","South Carolina",NA,"Other School Restrictions",NA,754,1,"status_details_2","SC","South","South Atlantic"
"761","South Carolina","HB 3611","Religious Exemptions","Advancing",757,1,"status","SC","South","South Atlantic"
"762","South Carolina",NA,NA,"Referred to committee, 01/11/2023",757,1,"status_details_1","SC","South","South Atlantic"
"763","South Carolina","HB 3616","Drag Bans","Advancing",759,1,"status","SC","South","South Atlantic"
"764","South Carolina",NA,NA,"Referred to committee, 01/11/2023",759,1,"status_details_1","SC","South","South Atlantic"
"765","South Carolina","HB 3304","Other School Restrictions","Advancing",761,1,"status","SC","South","South Atlantic"
"766","South Carolina",NA,NA,"Referred to committee, 01/10/2023",761,1,"status_details_1","SC","South","South Atlantic"
"767","South Carolina","HB 3466","Other School Restrictions","Introduced",763,1,"status","SC","South","South Atlantic"
"768","South Carolina",NA,NA,"Carried over, 01/09/2024",763,1,"status_details_1","SC","South","South Atlantic"
"769","South Carolina","SB 243","Healthcare Age Restrictions","Advancing",765,1,"status","SC","South","South Atlantic"
"770","South Carolina",NA,NA,"Referred to committee, 01/10/2023",765,1,"status_details_1","SC","South","South Atlantic"
"771","South Carolina","SB 274","Forced Outing In Schools","Introduced",767,1,"status","SC","South","South Atlantic"
"772","South Carolina",NA,"Healthcare Age Restrictions","Carried over, 01/09/2024",767,1,"status_details_1","SC","South","South Atlantic"
"773","South Carolina",NA,"Healthcare Funding Restrictions",NA,767,1,"status_details_2","SC","South","South Atlantic"
"774","South Carolina",NA,"Other School Restrictions",NA,767,1,"status_details_3","SC","South","South Atlantic"
"775","South Carolina","HB 3551","Forced Outing In Schools","Advancing",771,1,"status","SC","South","South Atlantic"
"776","South Carolina",NA,"Healthcare Age Restrictions","Referred to committee, 01/10/2023",771,1,"status_details_1","SC","South","South Atlantic"
"777","South Carolina","SB 364","Barriers To Accurate IDs","Advancing",773,1,"status","SC","South","South Atlantic"
"778","South Carolina",NA,NA,"Referred to committee, 01/10/2023",773,1,"status_details_1","SC","South","South Atlantic"
"779","South Carolina","HB 3485","Forced Outing In Schools","Advancing",775,1,"status","SC","South","South Atlantic"
"780","South Carolina",NA,"Other School Restrictions","Referred to committee, 01/10/2023",775,1,"status_details_1","SC","South","South Atlantic"
"781","South Dakota","HB 1080","Healthcare Restrictions","Passed into Law",777,1,"status","SD","Midwest","West North Central"
"782","South Dakota",NA,NA,"Governor signed, 02/13/2023",777,1,"status_details_1","SD","Midwest","West North Central"
"783","South Dakota","HB 1116","Free Speech & Expression Bans","Advancing",779,1,"status","SD","Midwest","West North Central"
"784","South Dakota",NA,"Restricting Student & Educator Rights","Passed House; Senate floor vote failed, 03/02/2023",779,1,"status_details_1","SD","Midwest","West North Central"
"785","South Dakota","HB 1125","Free Speech & Expression Bans","Defeated",781,1,"status","SD","Midwest","West North Central"
"786","South Dakota",NA,NA,"Tabled by committee, 02/13/2023",781,1,"status_details_1","SD","Midwest","West North Central"
